product_id,source_amount,stock_amount,content_type,content_id,content_amount
31027001,34500,1,3,402073005,1
31027002,400000,1,3,402073005,1
31027003,600000,1,3,402073005,1
31027004,7200,1,3,402052006,1
31027005,7200,1,3,401072008,1
31027006,12000,2,3,401072008,1
31027007,70000,3,3,401072008,1
31027008,10500,1,1,0,100
31027009,2000,5,21,21010,1
31027010,10000,30,13,1805,1
31027011,3000,1,23,100633,1
31027012,5000,5,23,100633,1
31027013,150,100,12,1900,10
31027014,300,80,12,1901,10
31027015,450,80,12,1902,10
31027016,150,100,12,1910,10
31027017,300,80,12,1911,10
31027018,450,80,12,1912,10
31027019,150,100,12,1920,10
31027020,300,80,12,1921,10
31027021,450,80,12,1922,10
31027022,150,100,12,1930,10
31027023,300,80,12,1931,10
31027024,450,80,12,1932,10
31027025,150,100,12,1940,10
31027026,300,80,12,1941,10
31027027,450,80,12,1942,10
31027028,150,100,12,1950,10
31027029,300,80,12,1951,10
31027030,450,80,12,1952,10
31027031,200,100,12,1960,10
31027032,350,80,12,1961,10
31027033,500,80,12,1962,10
31027034,200,100,12,1970,10
31027035,350,80,12,1971,10
31027036,500,80,12,1972,10
31027037,2000,5,12,8001,100
31027038,2000,5,12,8002,100
31027039,2000,5,12,8003,100
31027040,2000,5,12,8004,100
31027041,2000,5,12,8005,100
31027042,2000,5,12,8006,100
31027043,2000,5,12,8007,100
31027044,2000,5,12,8008,100
31027045,2000,5,12,8009,100
31027046,2000,5,12,8101,100
31027047,2000,5,12,8102,100
31027048,2000,5,12,8103,100
31027049,2000,5,12,8104,100
31027050,2000,5,12,8105,100
31027051,2000,5,12,8106,100
31027052,2000,5,12,8107,100
31027053,2000,5,12,8108,100
31027054,2000,5,12,8109,100
31027055,2000,5,12,8201,100
31027056,2000,5,12,8202,100
31027057,2000,5,12,8203,100
31027058,2000,5,12,8204,100
31027059,2000,5,12,8205,100
31027060,2000,5,12,8206,100
31027061,2000,5,12,8207,100
31027062,2000,5,12,8208,100
31027063,2000,5,12,8209,100
31027064,2000,5,12,8210,100
31027065,2000,5,12,8211,100
31027066,2000,5,12,8212,100
31027067,150,90,12,12101,1
31027068,250,90,12,12102,1
31027069,350,90,12,12103,1
31027070,150,90,12,12201,1
31027071,250,90,12,12202,1
31027072,350,90,12,12203,1
31027073,150,90,12,12301,1
31027074,250,90,12,12302,1
31027075,350,90,12,12303,1
31027076,150,90,12,12401,1
31027077,250,90,12,12402,1
31027078,350,90,12,12403,1
31027079,150,90,12,13101,1
31027080,250,90,12,13102,1
31027081,350,90,12,13103,1
31027082,150,90,12,13201,1
31027083,250,90,12,13202,1
31027084,350,90,12,13203,1
31027085,150,90,12,13301,1
31027086,250,90,12,13302,1
31027087,350,90,12,13303,1
31027088,150,90,12,13401,1
31027089,250,90,12,13402,1
31027090,350,90,12,13403,1
31027091,500,10,12,1700,1
31027092,3000,30,13,1800,1
31027093,1000,5,28,16001,10
31027094,700,5,17,1300,1
31027095,1400,3,17,1301,1
31027096,3000,5,6,1400,1
31027097,3000,5,6,1500,1
31027098,5000,10,10,1200,100000
31027099,5000,10,4,1100,100000
31027100,10,1000,10,1200,10
31027101,10,1000,4,1100,10
31027102,1,1000,10,1200,1
31027103,1,1000,4,1100,1
