product_id,source_amount,stock_amount,content_type,content_id,content_amount
31029001,34500,1,3,402013006,1
31029002,400000,1,3,402013006,1
31029003,600000,1,3,402013006,1
31029004,7200,1,3,401062006,1
31029005,7200,1,3,400022006,1
31029006,12000,2,3,400022006,1
31029007,70000,3,3,400022006,1
31029008,10500,1,1,0,100
31029009,2000,5,21,21010,1
31029010,10000,30,13,1805,1
31029011,3000,1,23,100735,1
31029012,5000,5,23,100735,1
31029013,150,500,12,1900,25
31029014,300,500,12,1901,25
31029015,450,500,12,1902,25
31029016,150,500,12,1910,25
31029017,300,500,12,1911,25
31029018,450,500,12,1912,25
31029019,150,500,12,1920,25
31029020,300,500,12,1921,25
31029021,450,500,12,1922,25
31029022,150,500,12,1930,25
31029023,300,500,12,1931,25
31029024,450,500,12,1932,25
31029025,150,500,12,1940,25
31029026,300,500,12,1941,25
31029027,450,500,12,1942,25
31029028,150,500,12,1950,25
31029029,300,500,12,1951,25
31029030,450,500,12,1952,25
31029031,200,500,12,1960,25
31029032,350,500,12,1961,25
31029033,500,500,12,1962,25
31029034,200,500,12,1970,25
31029035,350,500,12,1971,25
31029036,500,500,12,1972,25
31029037,2000,5,12,8001,100
31029038,2000,5,12,8002,100
31029039,2000,5,12,8003,100
31029040,2000,5,12,8004,100
31029041,2000,5,12,8005,100
31029042,2000,5,12,8006,100
31029043,2000,5,12,8007,100
31029044,2000,5,12,8008,100
31029045,2000,5,12,8009,100
31029046,2000,5,12,8101,100
31029047,2000,5,12,8102,100
31029048,2000,5,12,8103,100
31029049,2000,5,12,8104,100
31029050,2000,5,12,8105,100
31029051,2000,5,12,8106,100
31029052,2000,5,12,8107,100
31029053,2000,5,12,8108,100
31029054,2000,5,12,8109,100
31029055,2000,5,12,8201,100
31029056,2000,5,12,8202,100
31029057,2000,5,12,8203,100
31029058,2000,5,12,8204,100
31029059,2000,5,12,8205,100
31029060,2000,5,12,8206,100
31029061,2000,5,12,8207,100
31029062,2000,5,12,8208,100
31029063,2000,5,12,8209,100
31029064,2000,5,12,8210,100
31029065,2000,5,12,8211,100
31029066,2000,5,12,8212,100
31029067,150,350,12,12101,5
31029068,250,350,12,12102,5
31029069,350,350,12,12103,5
31029070,450,350,12,12104,5
31029071,150,350,12,12201,5
31029072,250,350,12,12202,5
31029073,350,350,12,12203,5
31029074,450,350,12,12204,5
31029075,150,350,12,12301,5
31029076,250,350,12,12302,5
31029077,350,350,12,12303,5
31029078,450,350,12,12304,5
31029079,150,350,12,12401,5
31029080,250,350,12,12402,5
31029081,350,350,12,12403,5
31029082,450,350,12,12404,5
31029083,150,350,12,13101,5
31029084,250,350,12,13102,5
31029085,350,350,12,13103,5
31029086,450,350,12,13104,5
31029087,150,350,12,13201,5
31029088,250,350,12,13202,5
31029089,350,350,12,13203,5
31029090,450,350,12,13204,5
31029091,150,350,12,13301,5
31029092,250,350,12,13302,5
31029093,350,350,12,13303,5
31029094,450,350,12,13304,5
31029095,150,350,12,13401,5
31029096,250,350,12,13402,5
31029097,350,350,12,13403,5
31029098,450,350,12,13404,5
31029099,500,10,12,1700,1
31029100,3000,30,13,1800,1
31029101,1000,250,28,16001,10
31029102,700,5,17,1300,1
31029103,1400,3,17,1301,1
31029104,3000,5,6,1400,1
31029105,3000,5,6,1500,1
31029106,5000,10,10,1200,100000
31029107,5000,10,4,1100,100000
31029108,10,1000,10,1200,10
31029109,10,1000,4,1100,10
31029110,1,1000,10,1200,1
31029111,1,1000,4,1100,1
