product_id,source_amount,stock_amount,content_type,content_id,content_amount
31028001,34500,1,3,401023007,1
31028002,400000,1,3,401023007,1
31028003,600000,1,3,401023007,1
31028004,7200,1,3,401032006,1
31028005,7200,1,3,402062007,1
31028006,12000,2,3,402062007,1
31028007,70000,3,3,402062007,1
31028008,10500,1,1,0,100
31028009,2000,5,21,21010,1
31028010,10000,30,13,1805,1
31028011,3000,1,23,100731,1
31028012,5000,5,23,100731,1
31028013,150,100,12,1900,10
31028014,300,80,12,1901,10
31028015,450,80,12,1902,10
31028016,150,100,12,1910,10
31028017,300,80,12,1911,10
31028018,450,80,12,1912,10
31028019,150,100,12,1920,10
31028020,300,80,12,1921,10
31028021,450,80,12,1922,10
31028022,150,100,12,1930,10
31028023,300,80,12,1931,10
31028024,450,80,12,1932,10
31028025,150,100,12,1940,10
31028026,300,80,12,1941,10
31028027,450,80,12,1942,10
31028028,150,100,12,1950,10
31028029,300,80,12,1951,10
31028030,450,80,12,1952,10
31028031,200,100,12,1960,10
31028032,350,80,12,1961,10
31028033,500,80,12,1962,10
31028034,200,100,12,1970,10
31028035,350,80,12,1971,10
31028036,500,80,12,1972,10
31028037,2000,5,12,8001,100
31028038,2000,5,12,8002,100
31028039,2000,5,12,8003,100
31028040,2000,5,12,8004,100
31028041,2000,5,12,8005,100
31028042,2000,5,12,8006,100
31028043,2000,5,12,8007,100
31028044,2000,5,12,8008,100
31028045,2000,5,12,8009,100
31028046,2000,5,12,8101,100
31028047,2000,5,12,8102,100
31028048,2000,5,12,8103,100
31028049,2000,5,12,8104,100
31028050,2000,5,12,8105,100
31028051,2000,5,12,8106,100
31028052,2000,5,12,8107,100
31028053,2000,5,12,8108,100
31028054,2000,5,12,8109,100
31028055,2000,5,12,8201,100
31028056,2000,5,12,8202,100
31028057,2000,5,12,8203,100
31028058,2000,5,12,8204,100
31028059,2000,5,12,8205,100
31028060,2000,5,12,8206,100
31028061,2000,5,12,8207,100
31028062,2000,5,12,8208,100
31028063,2000,5,12,8209,100
31028064,2000,5,12,8210,100
31028065,2000,5,12,8211,100
31028066,2000,5,12,8212,100
31028067,150,90,12,12101,1
31028068,250,90,12,12102,1
31028069,350,90,12,12103,1
31028070,150,90,12,12201,1
31028071,250,90,12,12202,1
31028072,350,90,12,12203,1
31028073,150,90,12,12301,1
31028074,250,90,12,12302,1
31028075,350,90,12,12303,1
31028076,150,90,12,12401,1
31028077,250,90,12,12402,1
31028078,350,90,12,12403,1
31028079,150,90,12,13101,1
31028080,250,90,12,13102,1
31028081,350,90,12,13103,1
31028082,150,90,12,13201,1
31028083,250,90,12,13202,1
31028084,350,90,12,13203,1
31028085,150,90,12,13301,1
31028086,250,90,12,13302,1
31028087,350,90,12,13303,1
31028088,150,90,12,13401,1
31028089,250,90,12,13402,1
31028090,350,90,12,13403,1
31028091,500,10,12,1700,1
31028092,3000,30,13,1800,1
31028093,1000,5,28,16001,10
31028094,700,5,17,1300,1
31028095,1400,3,17,1301,1
31028096,3000,5,6,1400,1
31028097,3000,5,6,1500,1
31028098,5000,10,10,1200,100000
31028099,5000,10,4,1100,100000
31028100,10,1000,10,1200,10
31028101,10,1000,4,1100,10
31028102,1,1000,10,1200,1
31028103,1,1000,4,1100,1
