product_id,source_amount,stock_amount,content_type,content_id,content_amount
31030001,34500,1,3,402043007,1
31030002,400000,1,3,402043007,1
31030003,600000,1,3,402043007,1
31030004,7200,1,3,400012006,1
31030005,7200,1,3,401042005,1
31030006,12000,2,3,401042005,1
31030007,70000,3,3,401042005,1
31030008,10500,1,1,0,100
31030009,2000,5,21,21010,1
31030010,10000,30,13,1805,1
31030011,3000,1,23,100732,1
31030012,5000,5,23,100732,1
31030013,150,500,12,1900,25
31030014,300,500,12,1901,25
31030015,450,500,12,1902,25
31030016,150,500,12,1910,25
31030017,300,500,12,1911,25
31030018,450,500,12,1912,25
31030019,150,500,12,1920,25
31030020,300,500,12,1921,25
31030021,450,500,12,1922,25
31030022,150,500,12,1930,25
31030023,300,500,12,1931,25
31030024,450,500,12,1932,25
31030025,150,500,12,1940,25
31030026,300,500,12,1941,25
31030027,450,500,12,1942,25
31030028,150,500,12,1950,25
31030029,300,500,12,1951,25
31030030,450,500,12,1952,25
31030031,200,500,12,1960,25
31030032,350,500,12,1961,25
31030033,500,500,12,1962,25
31030034,200,500,12,1970,25
31030035,350,500,12,1971,25
31030036,500,500,12,1972,25
31030037,2000,5,12,8001,100
31030038,2000,5,12,8002,100
31030039,2000,5,12,8003,100
31030040,2000,5,12,8004,100
31030041,2000,5,12,8005,100
31030042,2000,5,12,8006,100
31030043,2000,5,12,8007,100
31030044,2000,5,12,8008,100
31030045,2000,5,12,8009,100
31030046,2000,5,12,8101,100
31030047,2000,5,12,8102,100
31030048,2000,5,12,8103,100
31030049,2000,5,12,8104,100
31030050,2000,5,12,8105,100
31030051,2000,5,12,8106,100
31030052,2000,5,12,8107,100
31030053,2000,5,12,8108,100
31030054,2000,5,12,8109,100
31030055,2000,5,12,8201,100
31030056,2000,5,12,8202,100
31030057,2000,5,12,8203,100
31030058,2000,5,12,8204,100
31030059,2000,5,12,8205,100
31030060,2000,5,12,8206,100
31030061,2000,5,12,8207,100
31030062,2000,5,12,8208,100
31030063,2000,5,12,8209,100
31030064,2000,5,12,8210,100
31030065,2000,5,12,8211,100
31030066,2000,5,12,8212,100
31030067,150,350,12,12101,5
31030068,250,350,12,12102,5
31030069,350,350,12,12103,5
31030070,450,350,12,12104,5
31030071,150,350,12,12201,5
31030072,250,350,12,12202,5
31030073,350,350,12,12203,5
31030074,450,350,12,12204,5
31030075,150,350,12,12301,5
31030076,250,350,12,12302,5
31030077,350,350,12,12303,5
31030078,450,350,12,12304,5
31030079,150,350,12,12401,5
31030080,250,350,12,12402,5
31030081,350,350,12,12403,5
31030082,450,350,12,12404,5
31030083,150,350,12,13101,5
31030084,250,350,12,13102,5
31030085,350,350,12,13103,5
31030086,450,350,12,13104,5
31030087,150,350,12,13201,5
31030088,250,350,12,13202,5
31030089,350,350,12,13203,5
31030090,450,350,12,13204,5
31030091,150,350,12,13301,5
31030092,250,350,12,13302,5
31030093,350,350,12,13303,5
31030094,450,350,12,13304,5
31030095,150,350,12,13401,5
31030096,250,350,12,13402,5
31030097,350,350,12,13403,5
31030098,450,350,12,13404,5
31030099,500,10,12,1700,1
31030100,3000,30,13,1800,1
31030101,1000,250,28,16001,10
31030102,700,5,17,1300,1
31030103,1400,3,17,1301,1
31030104,3000,5,6,1400,1
31030105,3000,5,6,1500,1
31030106,5000,10,10,1200,100000
31030107,5000,10,4,1100,100000
31030108,10,1000,10,1200,10
31030109,10,1000,4,1100,10
31030110,1,1000,10,1200,1
31030111,1,1000,4,1100,1
