product_id,source_amount,stock_amount,content_type,content_id,content_amount
31026001,34500,1,3,402063005,1
31026002,400000,1,3,402063005,1
31026003,600000,1,3,402063005,1
31026004,7200,1,3,401082007,1
31026005,7200,1,3,402082006,1
31026006,12000,2,3,402082006,1
31026007,70000,3,3,402082006,1
31026008,10500,1,1,0,100
31026009,2000,5,21,21010,1
31026010,10000,30,13,1805,1
31026011,3000,1,23,100534,1
31026012,5000,5,23,100534,1
31026013,150,100,12,1900,10
31026014,300,80,12,1901,10
31026015,450,80,12,1902,10
31026016,150,100,12,1910,10
31026017,300,80,12,1911,10
31026018,450,80,12,1912,10
31026019,150,100,12,1920,10
31026020,300,80,12,1921,10
31026021,450,80,12,1922,10
31026022,150,100,12,1930,10
31026023,300,80,12,1931,10
31026024,450,80,12,1932,10
31026025,150,100,12,1940,10
31026026,300,80,12,1941,10
31026027,450,80,12,1942,10
31026028,150,100,12,1950,10
31026029,300,80,12,1951,10
31026030,450,80,12,1952,10
31026031,200,100,12,1960,10
31026032,350,80,12,1961,10
31026033,500,80,12,1962,10
31026034,200,100,12,1970,10
31026035,350,80,12,1971,10
31026036,500,80,12,1972,10
31026037,2000,5,12,8001,100
31026038,2000,5,12,8002,100
31026039,2000,5,12,8003,100
31026040,2000,5,12,8004,100
31026041,2000,5,12,8005,100
31026042,2000,5,12,8006,100
31026043,2000,5,12,8007,100
31026044,2000,5,12,8008,100
31026045,2000,5,12,8009,100
31026046,2000,5,12,8101,100
31026047,2000,5,12,8102,100
31026048,2000,5,12,8103,100
31026049,2000,5,12,8104,100
31026050,2000,5,12,8105,100
31026051,2000,5,12,8106,100
31026052,2000,5,12,8107,100
31026053,2000,5,12,8108,100
31026054,2000,5,12,8109,100
31026055,2000,5,12,8201,100
31026056,2000,5,12,8202,100
31026057,2000,5,12,8203,100
31026058,2000,5,12,8204,100
31026059,2000,5,12,8205,100
31026060,2000,5,12,8206,100
31026061,2000,5,12,8207,100
31026062,2000,5,12,8208,100
31026063,2000,5,12,8209,100
31026064,2000,5,12,8210,100
31026065,2000,5,12,8211,100
31026066,2000,5,12,8212,100
31026067,150,90,12,12101,1
31026068,250,90,12,12102,1
31026069,350,90,12,12103,1
31026070,150,90,12,12201,1
31026071,250,90,12,12202,1
31026072,350,90,12,12203,1
31026073,150,90,12,12301,1
31026074,250,90,12,12302,1
31026075,350,90,12,12303,1
31026076,150,90,12,12401,1
31026077,250,90,12,12402,1
31026078,350,90,12,12403,1
31026079,150,90,12,13101,1
31026080,250,90,12,13102,1
31026081,350,90,12,13103,1
31026082,150,90,12,13201,1
31026083,250,90,12,13202,1
31026084,350,90,12,13203,1
31026085,150,90,12,13301,1
31026086,250,90,12,13302,1
31026087,350,90,12,13303,1
31026088,150,90,12,13401,1
31026089,250,90,12,13402,1
31026090,350,90,12,13403,1
31026091,500,10,12,1700,1
31026092,3000,30,13,1800,1
31026093,1000,5,28,16001,10
31026094,700,5,17,1300,1
31026095,1400,3,17,1301,1
31026096,3000,5,6,1400,1
31026097,3000,5,6,1500,1
31026098,5000,10,10,1200,100000
31026099,5000,10,4,1100,100000
31026100,10,1000,10,1200,10
31026101,10,1000,4,1100,10
31026102,1,1000,10,1200,1
31026103,1,1000,4,1100,1
