product_id,source_amount,stock_amount,content_type,content_id,content_amount
31038001,34500,1,3,401073008,1
31038002,400000,1,3,401073008,1
31038003,600000,1,3,401073008,1
31038004,7200,1,3,402072007,1
31038005,7200,1,3,400062009,1
31038006,12000,2,3,400062009,1
31038007,70000,3,3,400062009,1
31038008,4500,1,26,103506200,1
31038009,4500,1,26,303505800,1
31038010,4500,1,26,303500600,1
31038011,4500,1,26,103507300,1
31038012,4500,1,26,302201201,1
31038013,4500,1,26,303502500,1
31038014,4500,1,26,202101302,1
31038015,4500,1,26,202100410,1
31038016,4500,1,26,303506801,1
31038017,4500,1,26,303505300,1
31038018,4500,1,26,303511100,1
31038019,4500,1,26,303511300,1
31038020,10500,1,1,0,100
31038021,2000,5,21,21010,1
31038022,10000,30,13,1805,1
31038023,3000,1,23,100633,1
31038024,5000,5,23,100633,1
31038025,150,500,12,1900,25
31038026,300,500,12,1901,25
31038027,450,500,12,1902,25
31038028,150,500,12,1910,25
31038029,300,500,12,1911,25
31038030,450,500,12,1912,25
31038031,150,500,12,1920,25
31038032,300,500,12,1921,25
31038033,450,500,12,1922,25
31038034,150,500,12,1930,25
31038035,300,500,12,1931,25
31038036,450,500,12,1932,25
31038037,150,500,12,1940,25
31038038,300,500,12,1941,25
31038039,450,500,12,1942,25
31038040,150,500,12,1950,25
31038041,300,500,12,1951,25
31038042,450,500,12,1952,25
31038043,200,500,12,1960,25
31038044,350,500,12,1961,25
31038045,500,500,12,1962,25
31038046,200,500,12,1970,25
31038047,350,500,12,1971,25
31038048,500,500,12,1972,25
31038049,2000,5,12,8001,100
31038050,2000,5,12,8002,100
31038051,2000,5,12,8003,100
31038052,2000,5,12,8004,100
31038053,2000,5,12,8005,100
31038054,2000,5,12,8006,100
31038055,2000,5,12,8007,100
31038056,2000,5,12,8008,100
31038057,2000,5,12,8009,100
31038058,2000,5,12,8101,100
31038059,2000,5,12,8102,100
31038060,2000,5,12,8103,100
31038061,2000,5,12,8104,100
31038062,2000,5,12,8105,100
31038063,2000,5,12,8106,100
31038064,2000,5,12,8107,100
31038065,2000,5,12,8108,100
31038066,2000,5,12,8109,100
31038067,2000,5,12,8201,100
31038068,2000,5,12,8202,100
31038069,2000,5,12,8203,100
31038070,2000,5,12,8204,100
31038071,2000,5,12,8205,100
31038072,2000,5,12,8206,100
31038073,2000,5,12,8207,100
31038074,2000,5,12,8208,100
31038075,2000,5,12,8209,100
31038076,2000,5,12,8210,100
31038077,2000,5,12,8211,100
31038078,2000,5,12,8212,100
31038079,150,350,12,12101,5
31038080,250,350,12,12102,5
31038081,350,350,12,12103,5
31038082,450,350,12,12104,5
31038083,150,350,12,12201,5
31038084,250,350,12,12202,5
31038085,350,350,12,12203,5
31038086,450,350,12,12204,5
31038087,150,350,12,12301,5
31038088,250,350,12,12302,5
31038089,350,350,12,12303,5
31038090,450,350,12,12304,5
31038091,150,350,12,12401,5
31038092,250,350,12,12402,5
31038093,350,350,12,12403,5
31038094,450,350,12,12404,5
31038095,150,350,12,13101,5
31038096,250,350,12,13102,5
31038097,350,350,12,13103,5
31038098,450,350,12,13104,5
31038099,150,350,12,13201,5
31038100,250,350,12,13202,5
31038101,350,350,12,13203,5
31038102,450,350,12,13204,5
31038103,150,350,12,13301,5
31038104,250,350,12,13302,5
31038105,350,350,12,13303,5
31038106,450,350,12,13304,5
31038107,150,350,12,13401,5
31038108,250,350,12,13402,5
31038109,350,350,12,13403,5
31038110,450,350,12,13404,5
31038111,500,10,12,1700,1
31038112,3000,30,13,1800,1
31038113,1000,25,28,16001,10
31038114,700,5,17,1300,1
31038115,1400,3,17,1301,1
31038116,3000,5,6,1400,1
31038117,3000,5,6,1500,1
31038118,5000,10,10,1200,100000
31038119,5000,10,4,1100,100000
31038120,10,1000,10,1200,10
31038121,10,1000,4,1100,10
31038122,1,1000,10,1200,1
31038123,1,1000,4,1100,1
