highest_rank,content_type,content_id,content_amount,ranking_result_prize_type
1,15,13103901,1,1
1,3,402023007,3,1
1,3,400032007,5,1
1,13,1800,10,1
1,12,1700,50,1
2,15,13103902,1,1
2,3,402023007,3,1
2,3,400032007,5,1
2,13,1800,10,1
2,12,1700,50,1
3,15,13103903,1,1
3,3,402023007,3,1
3,3,400032007,5,1
3,13,1800,10,1
3,12,1700,50,1
4,15,13103904,1,1
4,3,402023007,3,1
4,3,400032007,5,1
4,13,1800,10,1
4,12,1700,50,1
5,15,13103905,1,1
5,3,402023007,3,1
5,3,400032007,5,1
5,13,1800,10,1
5,12,1700,50,1
6,15,13103906,1,1
6,3,402023007,3,1
6,3,400032007,5,1
6,13,1800,10,1
6,12,1700,50,1
7,15,13103907,1,1
7,3,402023007,3,1
7,3,400032007,5,1
7,13,1800,10,1
7,12,1700,50,1
8,15,13103908,1,1
8,3,402023007,3,1
8,3,400032007,5,1
8,13,1800,10,1
8,12,1700,50,1
9,15,13103909,1,1
9,3,402023007,3,1
9,3,400032007,5,1
9,13,1800,10,1
9,12,1700,50,1
10,15,13103910,1,1
10,3,402023007,3,1
10,3,400032007,5,1
10,13,1800,10,1
10,12,1700,50,1
11,15,13103911,1,1
11,3,402023007,3,1
11,3,400032007,5,1
11,13,1800,10,1
11,12,1700,40,1
51,15,13103912,1,1
51,3,402023007,3,1
51,3,400032007,5,1
51,13,1800,10,1
51,12,1700,40,1
101,15,13103913,1,1
101,3,402023007,2,1
101,3,400032007,5,1
101,13,1800,10,1
101,12,1700,40,1
301,15,13103914,1,1
301,3,402023007,2,1
301,3,400032007,5,1
301,13,1800,10,1
301,12,1700,30,1
501,15,13103915,1,1
501,3,402023007,2,1
501,3,400032007,5,1
501,13,1800,10,1
501,12,1700,30,1
1001,15,13103916,1,2
1001,3,402023007,2,2
1001,3,400032007,4,2
1001,13,1800,8,2
1001,12,1700,30,2
2001,15,13103917,1,2
2001,3,402023007,2,2
2001,3,400032007,4,2
2001,13,1800,8,2
2001,12,1700,20,2
3001,15,13103918,1,2
3001,3,402023007,2,2
3001,3,400032007,4,2
3001,13,1800,8,2
3001,12,1700,20,2
4001,15,13103919,1,2
4001,3,402023007,2,2
4001,3,400032007,4,2
4001,13,1800,8,2
4001,12,1700,20,2
5001,15,13103920,1,2
5001,3,402023007,2,2
5001,3,400032007,4,2
5001,13,1800,6,2
5001,12,1700,20,2
6001,15,13103921,1,2
6001,3,402023007,2,2
6001,3,400032007,4,2
6001,13,1800,6,2
6001,12,1700,20,2
7001,15,13103922,1,2
7001,3,402023007,2,2
7001,3,400032007,4,2
7001,13,1800,6,2
7001,12,1700,20,2
8001,15,13103923,1,2
8001,3,402023007,2,2
8001,3,400032007,4,2
8001,13,1800,6,2
8001,12,1700,20,2
9001,15,13103924,1,2
9001,3,402023007,2,2
9001,3,400032007,4,2
9001,13,1800,6,2
9001,12,1700,20,2
10001,15,13103925,1,3
10001,3,402023007,1,3
10001,3,400032007,3,3
10001,13,1800,4,3
10001,12,1700,10,3
20001,15,13103926,1,3
20001,3,402023007,1,3
20001,3,400032007,3,3
20001,13,1800,3,3
20001,12,1700,10,3
30001,15,13103927,1,3
30001,3,402023007,1,3
30001,3,400032007,3,3
30001,13,1800,2,3
30001,12,1700,10,3
40001,15,13103928,1,3
40001,3,400032007,3,3
40001,13,1800,2,3
40001,12,1700,10,3
50001,15,13103929,1,3
50001,3,400032007,2,3
50001,13,1800,1,3
50001,12,1700,5,3
60001,15,13103930,1,3
60001,3,400032007,2,3
60001,13,1800,1,3
60001,12,1700,5,3
70001,15,13103931,1,3
70001,3,400032007,1,3
70001,13,1800,1,3
70001,12,1700,5,3
80001,15,13103932,1,3
80001,3,400032007,1,3
80001,13,1800,1,3
80001,12,1700,5,3
90001,15,13103933,1,3
90001,3,400032007,1,3
90001,13,1800,1,3
90001,12,1700,5,3
100001,15,13103998,1,3
100001,13,1800,1,3
100001,12,1700,5,3
150001,15,13103998,1,3
150001,12,1700,5,3
200001,15,13103998,1,3
