product_id,source_amount,stock_amount,content_type,content_id,content_amount
31034001,34500,1,3,402123002,1
31034002,400000,1,3,402123002,1
31034003,600000,1,3,402123002,1
31034004,7200,1,3,401022008,1
31034005,7200,1,3,400032006,1
31034006,12000,2,3,400032006,1
31034007,70000,3,3,400032006,1
31034008,4500,1,26,100200100,1
31034009,4500,1,26,101100301,1
31034010,4500,1,26,303504000,1
31034011,4500,1,26,103301101,1
31034012,4500,1,26,302101000,1
31034013,4500,1,26,300100700,1
31034014,4500,1,26,302101500,1
31034015,4500,1,26,101300200,1
31034016,4500,1,26,100100300,1
31034017,4500,1,26,101100200,1
31034018,10500,1,1,0,100
31034019,2000,5,21,21010,1
31034020,10000,30,13,1805,1
31034021,3000,1,23,100836,1
31034022,5000,5,23,100836,1
31034023,150,500,12,1900,25
31034024,300,500,12,1901,25
31034025,450,500,12,1902,25
31034026,150,500,12,1910,25
31034027,300,500,12,1911,25
31034028,450,500,12,1912,25
31034029,150,500,12,1920,25
31034030,300,500,12,1921,25
31034031,450,500,12,1922,25
31034032,150,500,12,1930,25
31034033,300,500,12,1931,25
31034034,450,500,12,1932,25
31034035,150,500,12,1940,25
31034036,300,500,12,1941,25
31034037,450,500,12,1942,25
31034038,150,500,12,1950,25
31034039,300,500,12,1951,25
31034040,450,500,12,1952,25
31034041,200,500,12,1960,25
31034042,350,500,12,1961,25
31034043,500,500,12,1962,25
31034044,200,500,12,1970,25
31034045,350,500,12,1971,25
31034046,500,500,12,1972,25
31034047,2000,5,12,8001,100
31034048,2000,5,12,8002,100
31034049,2000,5,12,8003,100
31034050,2000,5,12,8004,100
31034051,2000,5,12,8005,100
31034052,2000,5,12,8006,100
31034053,2000,5,12,8007,100
31034054,2000,5,12,8008,100
31034055,2000,5,12,8009,100
31034056,2000,5,12,8101,100
31034057,2000,5,12,8102,100
31034058,2000,5,12,8103,100
31034059,2000,5,12,8104,100
31034060,2000,5,12,8105,100
31034061,2000,5,12,8106,100
31034062,2000,5,12,8107,100
31034063,2000,5,12,8108,100
31034064,2000,5,12,8109,100
31034065,2000,5,12,8201,100
31034066,2000,5,12,8202,100
31034067,2000,5,12,8203,100
31034068,2000,5,12,8204,100
31034069,2000,5,12,8205,100
31034070,2000,5,12,8206,100
31034071,2000,5,12,8207,100
31034072,2000,5,12,8208,100
31034073,2000,5,12,8209,100
31034074,2000,5,12,8210,100
31034075,2000,5,12,8211,100
31034076,2000,5,12,8212,100
31034077,150,350,12,12101,5
31034078,250,350,12,12102,5
31034079,350,350,12,12103,5
31034080,450,350,12,12104,5
31034081,150,350,12,12201,5
31034082,250,350,12,12202,5
31034083,350,350,12,12203,5
31034084,450,350,12,12204,5
31034085,150,350,12,12301,5
31034086,250,350,12,12302,5
31034087,350,350,12,12303,5
31034088,450,350,12,12304,5
31034089,150,350,12,12401,5
31034090,250,350,12,12402,5
31034091,350,350,12,12403,5
31034092,450,350,12,12404,5
31034093,150,350,12,13101,5
31034094,250,350,12,13102,5
31034095,350,350,12,13103,5
31034096,450,350,12,13104,5
31034097,150,350,12,13201,5
31034098,250,350,12,13202,5
31034099,350,350,12,13203,5
31034100,450,350,12,13204,5
31034101,150,350,12,13301,5
31034102,250,350,12,13302,5
31034103,350,350,12,13303,5
31034104,450,350,12,13304,5
31034105,150,350,12,13401,5
31034106,250,350,12,13402,5
31034107,350,350,12,13403,5
31034108,450,350,12,13404,5
31034109,500,10,12,1700,1
31034110,3000,30,13,1800,1
31034111,1000,25,28,16001,10
31034112,700,5,17,1300,1
31034113,1400,3,17,1301,1
31034114,3000,5,6,1400,1
31034115,3000,5,6,1500,1
31034116,5000,10,10,1200,100000
31034117,5000,10,4,1100,100000
31034118,10,1000,10,1200,10
31034119,10,1000,4,1100,10
31034120,1,1000,10,1200,1
31034121,1,1000,4,1100,1
