highest_rank,content_type,content_id,content_amount,ranking_result_prize_type
1,15,13103701,1,1
1,3,402013007,3,1
1,3,402092009,5,1
1,13,1800,10,1
1,12,1700,50,1
2,15,13103702,1,1
2,3,402013007,3,1
2,3,402092009,5,1
2,13,1800,10,1
2,12,1700,50,1
3,15,13103703,1,1
3,3,402013007,3,1
3,3,402092009,5,1
3,13,1800,10,1
3,12,1700,50,1
4,15,13103704,1,1
4,3,402013007,3,1
4,3,402092009,5,1
4,13,1800,10,1
4,12,1700,50,1
5,15,13103705,1,1
5,3,402013007,3,1
5,3,402092009,5,1
5,13,1800,10,1
5,12,1700,50,1
6,15,13103706,1,1
6,3,402013007,3,1
6,3,402092009,5,1
6,13,1800,10,1
6,12,1700,50,1
7,15,13103707,1,1
7,3,402013007,3,1
7,3,402092009,5,1
7,13,1800,10,1
7,12,1700,50,1
8,15,13103708,1,1
8,3,402013007,3,1
8,3,402092009,5,1
8,13,1800,10,1
8,12,1700,50,1
9,15,13103709,1,1
9,3,402013007,3,1
9,3,402092009,5,1
9,13,1800,10,1
9,12,1700,50,1
10,15,13103710,1,1
10,3,402013007,3,1
10,3,402092009,5,1
10,13,1800,10,1
10,12,1700,50,1
11,15,13103711,1,1
11,3,402013007,3,1
11,3,402092009,5,1
11,13,1800,10,1
11,12,1700,40,1
51,15,13103712,1,1
51,3,402013007,3,1
51,3,402092009,5,1
51,13,1800,10,1
51,12,1700,40,1
101,15,13103713,1,1
101,3,402013007,2,1
101,3,402092009,5,1
101,13,1800,10,1
101,12,1700,40,1
301,15,13103714,1,1
301,3,402013007,2,1
301,3,402092009,5,1
301,13,1800,10,1
301,12,1700,30,1
501,15,13103715,1,1
501,3,402013007,2,1
501,3,402092009,5,1
501,13,1800,10,1
501,12,1700,30,1
1001,15,13103716,1,2
1001,3,402013007,2,2
1001,3,402092009,4,2
1001,13,1800,8,2
1001,12,1700,30,2
2001,15,13103717,1,2
2001,3,402013007,2,2
2001,3,402092009,4,2
2001,13,1800,8,2
2001,12,1700,20,2
3001,15,13103718,1,2
3001,3,402013007,2,2
3001,3,402092009,4,2
3001,13,1800,8,2
3001,12,1700,20,2
4001,15,13103719,1,2
4001,3,402013007,2,2
4001,3,402092009,4,2
4001,13,1800,8,2
4001,12,1700,20,2
5001,15,13103720,1,2
5001,3,402013007,2,2
5001,3,402092009,4,2
5001,13,1800,6,2
5001,12,1700,20,2
6001,15,13103721,1,2
6001,3,402013007,2,2
6001,3,402092009,4,2
6001,13,1800,6,2
6001,12,1700,20,2
7001,15,13103722,1,2
7001,3,402013007,2,2
7001,3,402092009,4,2
7001,13,1800,6,2
7001,12,1700,20,2
8001,15,13103723,1,2
8001,3,402013007,2,2
8001,3,402092009,4,2
8001,13,1800,6,2
8001,12,1700,20,2
9001,15,13103724,1,2
9001,3,402013007,2,2
9001,3,402092009,4,2
9001,13,1800,6,2
9001,12,1700,20,2
10001,15,13103725,1,3
10001,3,402013007,1,3
10001,3,402092009,3,3
10001,13,1800,4,3
10001,12,1700,10,3
20001,15,13103726,1,3
20001,3,402013007,1,3
20001,3,402092009,3,3
20001,13,1800,3,3
20001,12,1700,10,3
30001,15,13103727,1,3
30001,3,402013007,1,3
30001,3,402092009,3,3
30001,13,1800,2,3
30001,12,1700,10,3
40001,15,13103728,1,3
40001,3,402092009,3,3
40001,13,1800,2,3
40001,12,1700,10,3
50001,15,13103729,1,3
50001,3,402092009,2,3
50001,13,1800,1,3
50001,12,1700,5,3
60001,15,13103730,1,3
60001,3,402092009,2,3
60001,13,1800,1,3
60001,12,1700,5,3
70001,15,13103731,1,3
70001,3,402092009,1,3
70001,13,1800,1,3
70001,12,1700,5,3
80001,15,13103732,1,3
80001,3,402092009,1,3
80001,13,1800,1,3
80001,12,1700,5,3
90001,15,13103733,1,3
90001,3,402092009,1,3
90001,13,1800,1,3
90001,12,1700,5,3
100001,15,13103798,1,3
100001,13,1800,1,3
100001,12,1700,5,3
150001,15,13103798,1,3
150001,12,1700,5,3
200001,15,13103798,1,3
