product_id,source_amount,stock_amount,content_type,content_id,content_amount
31033001,34500,1,3,402103004,1
31033002,400000,1,3,402103004,1
31033003,600000,1,3,402103004,1
31033004,7200,1,3,400052008,1
31033005,7200,1,3,402122003,1
31033006,12000,2,3,402122003,1
31033007,70000,3,3,402122003,1
31033008,4500,1,26,103501900,1
31033010,4500,1,26,100100200,1
31033011,4500,1,26,101100100,1
31033012,4500,1,26,202100900,1
31033013,4500,1,26,103503400,1
31033014,4500,1,26,103506600,1
31033015,4500,1,26,303507001,1
31033016,4500,1,26,300300100,1
31033017,4500,1,26,303502500,1
31033018,10500,1,1,0,100
31033019,2000,5,21,21010,1
31033020,10000,30,13,1805,1
31033021,3000,1,23,100834,1
31033022,5000,5,23,100834,1
31033023,150,500,12,1900,25
31033024,300,500,12,1901,25
31033025,450,500,12,1902,25
31033026,150,500,12,1910,25
31033027,300,500,12,1911,25
31033028,450,500,12,1912,25
31033029,150,500,12,1920,25
31033030,300,500,12,1921,25
31033031,450,500,12,1922,25
31033032,150,500,12,1930,25
31033033,300,500,12,1931,25
31033034,450,500,12,1932,25
31033035,150,500,12,1940,25
31033036,300,500,12,1941,25
31033037,450,500,12,1942,25
31033038,150,500,12,1950,25
31033039,300,500,12,1951,25
31033040,450,500,12,1952,25
31033041,200,500,12,1960,25
31033042,350,500,12,1961,25
31033043,500,500,12,1962,25
31033044,200,500,12,1970,25
31033045,350,500,12,1971,25
31033046,500,500,12,1972,25
31033047,2000,5,12,8001,100
31033048,2000,5,12,8002,100
31033049,2000,5,12,8003,100
31033050,2000,5,12,8004,100
31033051,2000,5,12,8005,100
31033052,2000,5,12,8006,100
31033053,2000,5,12,8007,100
31033054,2000,5,12,8008,100
31033055,2000,5,12,8009,100
31033056,2000,5,12,8101,100
31033057,2000,5,12,8102,100
31033058,2000,5,12,8103,100
31033059,2000,5,12,8104,100
31033060,2000,5,12,8105,100
31033061,2000,5,12,8106,100
31033062,2000,5,12,8107,100
31033063,2000,5,12,8108,100
31033064,2000,5,12,8109,100
31033065,2000,5,12,8201,100
31033066,2000,5,12,8202,100
31033067,2000,5,12,8203,100
31033068,2000,5,12,8204,100
31033069,2000,5,12,8205,100
31033070,2000,5,12,8206,100
31033071,2000,5,12,8207,100
31033072,2000,5,12,8208,100
31033073,2000,5,12,8209,100
31033074,2000,5,12,8210,100
31033075,2000,5,12,8211,100
31033076,2000,5,12,8212,100
31033077,150,350,12,12101,5
31033078,250,350,12,12102,5
31033079,350,350,12,12103,5
31033080,450,350,12,12104,5
31033081,150,350,12,12201,5
31033082,250,350,12,12202,5
31033083,350,350,12,12203,5
31033084,450,350,12,12204,5
31033085,150,350,12,12301,5
31033086,250,350,12,12302,5
31033087,350,350,12,12303,5
31033088,450,350,12,12304,5
31033089,150,350,12,12401,5
31033090,250,350,12,12402,5
31033091,350,350,12,12403,5
31033092,450,350,12,12404,5
31033093,150,350,12,13101,5
31033094,250,350,12,13102,5
31033095,350,350,12,13103,5
31033096,450,350,12,13104,5
31033097,150,350,12,13201,5
31033098,250,350,12,13202,5
31033099,350,350,12,13203,5
31033100,450,350,12,13204,5
31033101,150,350,12,13301,5
31033102,250,350,12,13302,5
31033103,350,350,12,13303,5
31033104,450,350,12,13304,5
31033105,150,350,12,13401,5
31033106,250,350,12,13402,5
31033107,350,350,12,13403,5
31033108,450,350,12,13404,5
31033109,500,10,12,1700,1
31033110,3000,30,13,1800,1
31033111,1000,25,28,16001,10
31033112,700,5,17,1300,1
31033113,1400,3,17,1301,1
31033114,3000,5,6,1400,1
31033115,3000,5,6,1500,1
31033116,5000,10,10,1200,100000
31033117,5000,10,4,1100,100000
31033118,10,1000,10,1200,10
31033119,10,1000,4,1100,10
31033120,1,1000,10,1200,1
31033121,1,1000,4,1100,1
