product_id,source_amount,stock_amount,content_type,content_id,content_amount
31025001,34500,1,3,402083004,1
31025002,400000,1,3,402083004,1
31025003,600000,1,3,402083004,1
31025004,7200,1,3,402072005,1
31025005,7200,1,3,400082005,1
31025006,12000,2,3,400082005,1
31025007,70000,3,3,400082005,1
31025008,10500,1,1,0,100
31025009,2000,5,21,21010,1
31025010,10000,30,13,1805,1
31025011,3000,1,23,100531,1
31025012,5000,5,23,100531,1
31025013,150,100,12,1900,10
31025014,300,80,12,1901,10
31025015,450,80,12,1902,10
31025016,150,100,12,1910,10
31025017,300,80,12,1911,10
31025018,450,80,12,1912,10
31025019,150,100,12,1920,10
31025020,300,80,12,1921,10
31025021,450,80,12,1922,10
31025022,150,100,12,1930,10
31025023,300,80,12,1931,10
31025024,450,80,12,1932,10
31025025,150,100,12,1940,10
31025026,300,80,12,1941,10
31025027,450,80,12,1942,10
31025028,150,100,12,1950,10
31025029,300,80,12,1951,10
31025030,450,80,12,1952,10
31025031,200,100,12,1960,10
31025032,350,80,12,1961,10
31025033,500,80,12,1962,10
31025034,200,100,12,1970,10
31025035,350,80,12,1971,10
31025036,500,80,12,1972,10
31025037,2000,5,12,8001,100
31025038,2000,5,12,8002,100
31025039,2000,5,12,8003,100
31025040,2000,5,12,8004,100
31025041,2000,5,12,8005,100
31025042,2000,5,12,8006,100
31025043,2000,5,12,8007,100
31025044,2000,5,12,8008,100
31025045,2000,5,12,8009,100
31025046,2000,5,12,8101,100
31025047,2000,5,12,8102,100
31025048,2000,5,12,8103,100
31025049,2000,5,12,8104,100
31025050,2000,5,12,8105,100
31025051,2000,5,12,8106,100
31025052,2000,5,12,8107,100
31025053,2000,5,12,8108,100
31025054,2000,5,12,8109,100
31025055,2000,5,12,8201,100
31025056,2000,5,12,8202,100
31025057,2000,5,12,8203,100
31025058,2000,5,12,8204,100
31025059,2000,5,12,8205,100
31025060,2000,5,12,8206,100
31025061,2000,5,12,8207,100
31025062,2000,5,12,8208,100
31025063,2000,5,12,8209,100
31025064,2000,5,12,8210,100
31025065,2000,5,12,8211,100
31025066,2000,5,12,8212,100
31025067,150,90,12,12101,1
31025068,250,90,12,12102,1
31025069,350,90,12,12103,1
31025070,150,90,12,12201,1
31025071,250,90,12,12202,1
31025072,350,90,12,12203,1
31025073,150,90,12,12301,1
31025074,250,90,12,12302,1
31025075,350,90,12,12303,1
31025076,150,90,12,12401,1
31025077,250,90,12,12402,1
31025078,350,90,12,12403,1
31025079,150,90,12,13101,1
31025080,250,90,12,13102,1
31025081,350,90,12,13103,1
31025082,150,90,12,13201,1
31025083,250,90,12,13202,1
31025084,350,90,12,13203,1
31025085,150,90,12,13301,1
31025086,250,90,12,13302,1
31025087,350,90,12,13303,1
31025088,150,90,12,13401,1
31025089,250,90,12,13402,1
31025090,350,90,12,13403,1
31025091,500,10,12,1700,1
31025092,3000,30,13,1800,1
31025093,1000,5,28,16001,10
31025094,700,5,17,1300,1
31025095,1400,3,17,1301,1
31025096,3000,5,6,1400,1
31025097,3000,5,6,1500,1
31025098,5000,10,10,1200,100000
31025099,5000,10,4,1100,100000
31025100,10,1000,10,1200,10
31025101,10,1000,4,1100,10
31025102,1,1000,10,1200,1
31025103,1,1000,4,1100,1
