product_id,source_amount,stock_amount,content_type,content_id,content_amount
31036001,34500,1,3,400053007,1
31036002,400000,1,3,400053007,1
31036003,600000,1,3,400053007,1
31036004,7200,1,3,402042009,1
31036005,7200,1,3,401052008,1
31036006,12000,2,3,401052008,1
31036007,70000,3,3,401052008,1
31036008,4500,1,26,103500300,1
31036009,4500,1,26,103503101,1
31036010,4500,1,26,103503200,1
31036011,4500,1,26,103503701,1
31036012,4500,1,26,103500800,1
31036013,4500,1,26,103501600,1
31036014,4500,1,26,303300900,1
31036015,4500,1,26,100100602,1
31036016,4500,1,26,303502600,1
31036017,4500,1,26,300200200,1
31036018,10500,1,1,0,100
31036019,2000,5,21,21010,1
31036020,10000,30,13,1805,1
31036021,3000,1,23,101035,1
31036022,5000,5,23,101035,1
31036023,150,500,12,1900,25
31036024,300,500,12,1901,25
31036025,450,500,12,1902,25
31036026,150,500,12,1910,25
31036027,300,500,12,1911,25
31036028,450,500,12,1912,25
31036029,150,500,12,1920,25
31036030,300,500,12,1921,25
31036031,450,500,12,1922,25
31036032,150,500,12,1930,25
31036033,300,500,12,1931,25
31036034,450,500,12,1932,25
31036035,150,500,12,1940,25
31036036,300,500,12,1941,25
31036037,450,500,12,1942,25
31036038,150,500,12,1950,25
31036039,300,500,12,1951,25
31036040,450,500,12,1952,25
31036041,200,500,12,1960,25
31036042,350,500,12,1961,25
31036043,500,500,12,1962,25
31036044,200,500,12,1970,25
31036045,350,500,12,1971,25
31036046,500,500,12,1972,25
31036047,2000,5,12,8001,100
31036048,2000,5,12,8002,100
31036049,2000,5,12,8003,100
31036050,2000,5,12,8004,100
31036051,2000,5,12,8005,100
31036052,2000,5,12,8006,100
31036053,2000,5,12,8007,100
31036054,2000,5,12,8008,100
31036055,2000,5,12,8009,100
31036056,2000,5,12,8101,100
31036057,2000,5,12,8102,100
31036058,2000,5,12,8103,100
31036059,2000,5,12,8104,100
31036060,2000,5,12,8105,100
31036061,2000,5,12,8106,100
31036062,2000,5,12,8107,100
31036063,2000,5,12,8108,100
31036064,2000,5,12,8109,100
31036065,2000,5,12,8201,100
31036066,2000,5,12,8202,100
31036067,2000,5,12,8203,100
31036068,2000,5,12,8204,100
31036069,2000,5,12,8205,100
31036070,2000,5,12,8206,100
31036071,2000,5,12,8207,100
31036072,2000,5,12,8208,100
31036073,2000,5,12,8209,100
31036074,2000,5,12,8210,100
31036075,2000,5,12,8211,100
31036076,2000,5,12,8212,100
31036077,150,350,12,12101,5
31036078,250,350,12,12102,5
31036079,350,350,12,12103,5
31036080,450,350,12,12104,5
31036081,150,350,12,12201,5
31036082,250,350,12,12202,5
31036083,350,350,12,12203,5
31036084,450,350,12,12204,5
31036085,150,350,12,12301,5
31036086,250,350,12,12302,5
31036087,350,350,12,12303,5
31036088,450,350,12,12304,5
31036089,150,350,12,12401,5
31036090,250,350,12,12402,5
31036091,350,350,12,12403,5
31036092,450,350,12,12404,5
31036093,150,350,12,13101,5
31036094,250,350,12,13102,5
31036095,350,350,12,13103,5
31036096,450,350,12,13104,5
31036097,150,350,12,13201,5
31036098,250,350,12,13202,5
31036099,350,350,12,13203,5
31036100,450,350,12,13204,5
31036101,150,350,12,13301,5
31036102,250,350,12,13302,5
31036103,350,350,12,13303,5
31036104,450,350,12,13304,5
31036105,150,350,12,13401,5
31036106,250,350,12,13402,5
31036107,350,350,12,13403,5
31036108,450,350,12,13404,5
31036109,500,10,12,1700,1
31036110,3000,30,13,1800,1
31036111,1000,25,28,16001,10
31036112,700,5,17,1300,1
31036113,1400,3,17,1301,1
31036114,3000,5,6,1400,1
31036115,3000,5,6,1500,1
31036116,5000,10,10,1200,100000
31036117,5000,10,4,1100,100000
31036118,10,1000,10,1200,10
31036119,10,1000,4,1100,10
31036120,1,1000,10,1200,1
31036121,1,1000,4,1100,1
